,name,sector,location,rating,reviews,jobs
6200,Healthplix Technologies,Fitness & Wellness ,Bengaluru +30 other locations,3.0,180,15
6201,MaxVal Group,IT Services & Consulting ,Coimbatore +8 other locations,3.2,180,2
6202,MSL Driveline Systems,Auto Components ,Nashik +8 other locations,4.3,179,--
6203,Nabard Consultancy Services,Management Consulting ,New Delhi +57 other locations,3.7,179,--
6204,Woodrock Infotech Private Limited,BPO ,Kolkata +5 other locations,2.9,179,3
6205,Paisalo Digital,NBFC ,New Delhi +61 other locations,3.5,179,1
6206,Sulphur Mills,Agro Chemicals ,Mumbai +31 other locations,3.6,179,13
6207,Kolors Healthcare,Healthcare ,Hyderabad +31 other locations,3.7,179,7
6208,River Engineering,Industrial Machinery ,Greater Noida +10 other locations,3.6,179,5
6209,Lal Baba Seamless Tubes,Industrial Machinery ,Haldia +6 other locations,3.0,179,--
6210,Market Xcel Data Matrix,Analytics & KPO ,New Delhi +30 other locations,2.7,179,--
6211,Aurus,FinTech ,Pune +4 other locations,2.7,179,6
6212,FreshersNow,Hyderabad +38 other locations,,4.0,179,--
6213,Graygraph Technologies Private Limited,IT Services & Consulting ,Noida +5 other locations,4.4,179,1
6214,Radiant Appliances,Electronics Manufacturing ,Hyderabad +6 other locations,4.1,179,1
6215,Ayoki Fabricon,Engineering & Construction ,Pune +26 other locations,3.7,179,13
6216,Hindustan Platinum,Metals & Mining ,Mumbai +4 other locations,3.4,179,5
6217,Prgx India,Accounting & Auditing ,Pune +2 other locations,3.4,179,65
6218,Miraj Group,Printing & Publishing ,Udaipur +26 other locations,4.0,179,--
6219,NeST Digital,IT Services & Consulting ,Kochi +9 other locations,3.5,179,106
6220,NeST Digital,IT Services & Consulting ,Kochi +9 other locations,3.5,179,106
6221,Jaslok Hospital and Research Centre,Healthcare ,Mumbai +9 other locations,4.0,179,10
6222,Blue Tokai Coffee Roasters,Beverage ,New Delhi +10 other locations,3.8,179,6
6223,CleanMax Enviro Energy Solutions,Power ,Mumbai +28 other locations,4.3,179,40
6224,INOXCVA,Engineering & Construction ,Vadodara +15 other locations,3.2,179,12
6225,rebootXP,Management Consulting ,Noida +4 other locations,3.0,179,12
6226,Tech2Globe,IT Services & Consulting ,New Delhi +1 other locations,4.1,179,17
6227,Admiral Solutions,IT Services & Consulting ,New Delhi +4 other locations,3.2,179,3
6228,Eros Group,Real Estate ,New Delhi +14 other locations,4.0,179,12
6229,Bhavna Corp.,IT Services & Consulting ,Noida +7 other locations,3.5,179,--
6230,TVS Automobiles Solutions,Chennai +37 other locations,,3.6,179,--
6231,Institute of Language Management,Education & Training ,Bengaluru +12 other locations,4.2,178,--
6232,Hitek Syndicate,Banking ,New Delhi +16 other locations,3.6,178,--
6233,Cubastion Consulting,IT Services & Consulting ,Gurugram +5 other locations,2.9,178,12
6234,Gpt Infraprojects,Engineering & Construction ,Kolkata +25 other locations,3.9,178,5
6235,Jayem Automotives,Auto Components ,Coimbatore +8 other locations,3.3,178,1
6236,Digital Web Solutions,IT Services & Consulting ,Gurugram +7 other locations,3.8,178,42
6237,SYNCHRONIZED SUPPLY SYSTEMS,Logistics ,Gurugram +19 other locations,4.0,178,--
6238,Wellspring Healthcare,Healthcare ,Mumbai +27 other locations,2.7,177,--
6239,Don Bosco Tech Society,Non-Profit ,New Delhi +50 other locations,4.0,178,10
6240,Indus Motors,Automobile ,Kochi +32 other locations,4.0,178,5
6241,Lohum Cleantech,Semiconductors ,Greater Noida +9 other locations,3.4,178,3
6242,Kapil Chit Funds,FinTech ,Hyderabad +47 other locations,4.0,178,--
6243,Shankar Packagings,Packaging ,Vadodara +6 other locations,2.6,178,2
6244,Gangar Eyenation,Retail ,Mumbai +22 other locations,3.6,178,30
6245,KNNX Corp,IT Services & Consulting ,Noida +7 other locations,2.6,178,--
6246,Matrix Cellular Services,Telecom ,New Delhi +20 other locations,4.2,178,--
6247,Arvind Smartspaces Limited,Real Estate ,Ahmedabad +6 other locations,3.6,178,--
6248,Fichtner Consulting Engineers,Engineering & Construction ,Chennai +23 other locations,3.8,178,3
6249,Lakme Salon,Beauty & Personal Care ,Bengaluru +47 other locations,3.9,178,--
6250,KPI Partners,IT Services & Consulting ,Hyderabad +6 other locations,3.7,178,36
6251,Dr B Lal Clinical Laboratory,Healthcare ,Jaipur +13 other locations,4.0,178,7
6252,Diksha Technologies,IT Services & Consulting ,Bengaluru +6 other locations,3.0,178,24
6253,Divgi Torqtransfer Systems,Auto Components ,Pune +7 other locations,3.1,178,--
6254,Moneyboxx Finance,NBFC ,Mumbai +79 other locations,3.6,178,13
6255,Simplify3x Software,Software Product ,Bengaluru +6 other locations,3.8,178,1
6256,TPF Engineering,Engineering & Construction ,Mumbai +31 other locations,3.8,178,38
6257,Arwade Infrastructure,Engineering & Construction ,Pune +12 other locations,4.0,178,--
6258,Techugo,Software Product ,Noida +7 other locations,3.6,178,10
6259,Deccan Cements,Building Material ,Hyderabad +16 other locations,4.1,178,2
6260,Deccan Cements,Building Material ,Hyderabad +16 other locations,4.1,178,2
6261,Hyderabad Metro Rail,Railways ,Hyderabad +5 other locations,4.1,178,7
6262,Techugo,Software Product ,Noida +7 other locations,3.6,178,10
6263,Cadmaxx Solutions,IT Services & Consulting ,Bengaluru +13 other locations,3.5,178,4
6264,Thriveni Sainik Mining,Metals & Mining ,Hazaribag +11 other locations,4.2,178,1
6265,Globe Capital Market,Investment Banking / Venture Capital / Private Equity ,New Delhi +32 other locations,3.4,178,5
6266,Natural Remedies,Pharma ,Bengaluru +21 other locations,3.7,177,4
6267,Geno Pharmaceuticals,Pharma ,Mumbai +42 other locations,2.9,177,--
6268,Bharat Benz,Automobile ,Chennai +78 other locations,4.3,177,--
6269,Infibeam Avenues,IT Services & Consulting ,Mumbai +11 other locations,3.3,177,9
6270,CR Asia,Oil & Gas ,Jamnagar +12 other locations,3.9,177,2
6271,Polyplastics,Petrochemicals ,Ahmedabad +24 other locations,3.7,177,--
6272,Ananda Dairy,Agriculture ,Noida +34 other locations,4.0,177,--
6273,Denso Ten Minda India,Auto Components ,Bawal +10 other locations,4.1,177,--
6274,Cipla Industries,Pharma ,Indore +31 other locations,4.0,177,--
6275,Sharda Hospital,Healthcare ,Greater Noida +8 other locations,3.8,177,--
6276,Lalitpur Power Generation,Power ,Lalitpur +10 other locations,4.3,177,8
6277,Archean Chemical Industries,Chemicals ,Bhuj +18 other locations,3.8,177,--
6278,Anytime Fitness,Fitness & Wellness ,New Delhi +31 other locations,3.6,177,67
6279,Dr ITM,BPO ,Jaipur +15 other locations,3.2,177,--
6280,ABT Maruti,Automobile ,Chennai +20 other locations,3.9,177,3
6281,All India Council Technical Education,New Delhi +30 other locations,,4.4,177,--
6282,Maccaferri,Real Estate ,Gurugram +32 other locations,3.8,177,--
6283,Tata Passenger Electric Mobility,Automobile ,Ahmedabad +14 other locations,4.2,177,--
6284,nurture.farm,Agriculture ,Bengaluru +44 other locations,3.2,177,--
6285,Ashish Life Science,Pharma ,Mumbai +10 other locations,3.7,177,4
6286,Swaraj Engines,Automobile ,Sahibzada Ajit Singh Nagar +10 other locations,3.7,177,--
6287,Rane Group,Auto Components ,Chennai +24 other locations,4.0,177,--
6288,Gateway Group of Companies,IT Services & Consulting ,Ahmedabad +7 other locations,2.4,177,10
6289,The House of Abhinandan Lodha,Real Estate ,Mumbai +7 other locations,3.0,177,6
6290,Epp Composites,Industrial Machinery ,Rajkot +12 other locations,3.3,177,7
6291,Walker Chandiok & Co,Accounting & Auditing ,Mumbai +13 other locations,3.1,177,--
6292,DESIGNCO,Import & Export ,Moradabad +7 other locations,4.0,177,10
6293,Saatvik Green Energy,Power ,Ambala +12 other locations,4.0,177,1
6294,Sandfits Foundries,Auto Components ,Coimbatore +3 other locations,4.1,177,1
6295,RPP Infra Projects,Engineering & Construction ,Chennai +31 other locations,3.8,177,8
6296,Aster MIMS,Healthcare ,Kozhikode +19 other locations,4.4,177,--
6297,Jubilant Industries,Agro Chemicals ,New Delhi +35 other locations,3.8,177,--
6298,Careers360,Education & Training ,Gurugram +10 other locations,3.1,177,--
6299,LiquidHub,IT Services & Consulting ,Hyderabad +8 other locations,3.6,174,--
6300,Infinity Data Technologies,IT Services & Consulting ,Pune +7 other locations,3.5,176,--
6301,Micromatic Grinding Technologies,Industrial Machinery ,Ghaziabad +7 other locations,4.0,176,7
6302,Leena Powertech Engineers,Engineering & Construction ,Mumbai +12 other locations,3.7,176,3
6303,LiquidHub,IT Services & Consulting ,Hyderabad +8 other locations,3.6,174,--
6304,L&T Buildings & Factories,Engineering & Construction ,Mumbai +27 other locations,3.8,176,--
6305,Ultra Engineers,Industrial Machinery ,Pune +8 other locations,4.0,176,--
6306,Presidency University,Education & Training ,Bengaluru +7 other locations,2.6,176,--
6307,Cytecare Cancer Hospital,Healthcare ,Bengaluru +3 other locations,4.6,176,12
6308,Asianet Satellite Communications,Internet ,Thiruvananthapuram +23 other locations,4.4,176,1
6309,Anand Rathi Wealth Limited,Financial Services ,Mumbai +23 other locations,3.2,176,--
6310,Sri Ranganathar Industries,Industrial Machinery ,Coimbatore +6 other locations,3.3,176,3
6311,O2 Power,Power ,Gurugram +33 other locations,4.5,177,--
6312,S.M. Consultants,Management Consulting ,Bhubaneswar +23 other locations,3.5,176,--
6313,Apollo Cradle,Healthcare ,Bengaluru +13 other locations,4.2,176,--
6314,IPL Biologicals,Agriculture ,Gurugram +34 other locations,4.1,176,7
6315,APAC Financial Services,Financial Services ,Mumbai +78 other locations,4.0,176,20
6316,Integrated Enterprises,Financial Services ,Chennai +33 other locations,3.8,176,1
6317,Mandovi Motors,Auto Components ,Bengaluru +6 other locations,3.7,176,2
6318,Bonanza Portfolio,Financial Services ,Mumbai +33 other locations,3.3,176,18
6319,Equentis Wealth Advisory Services,Financial Services ,Mumbai +5 other locations,3.5,176,33
6320,Bewakoof,Fashion & Textile ,Bengaluru +15 other locations,3.7,176,3
6321,Gnrc Hospital,Healthcare ,Guwahati +13 other locations,3.6,176,--
6322,Escorts Construction Equipment,Industrial Machinery ,Faridabad +26 other locations,4.1,174,--
6323,Goel Ganga Group,Real Estate ,Pune +4 other locations,3.5,176,--
6324,Orange Health Labs,Healthcare ,Bengaluru +9 other locations,3.9,177,2
6325,Inox Green Energy Services,Electrical Equipment ,Jaisalmer +41 other locations,3.9,175,--
6326,Harbinger Systems,Software Product ,Pune +2 other locations,3.6,175,7
6327,Som Projects (S.P.L),Engineering & Construction ,New Delhi +24 other locations,3.8,175,2
6328,Doordarshan,Broadcasting ,New Delhi +39 other locations,4.0,175,3
6329,Thinksynq Solutions,Management Consulting ,Chennai +14 other locations,3.9,175,--
6330,Tata Realty and Infrastructure,Real Estate ,Mumbai +25 other locations,3.9,175,60
6331,Dr Shroff Charity Eye Hospital,Healthcare ,New Delhi +12 other locations,3.8,175,8
6332,Novopor Advanced Science,Chemicals ,Visakhapatnam +5 other locations,4.2,175,8
6333,ObjectWin Technology,Recruitment ,Bengaluru +8 other locations,3.5,175,--
6334,Traya Health,Fitness & Wellness ,Mumbai +7 other locations,3.6,175,16
6335,Collage,Retail ,Hyderabad +77 other locations,4.2,175,--
6336,NHPC,Power ,Faridabad +26 other locations,4.2,175,--
6337,Apptunix,Software Product ,Sahibzada Ajit Singh Nagar +5 other locations,4.2,175,--
6338,GUVI,EdTech ,Chennai +9 other locations,3.5,175,1
6339,Mega Rubber Technologies,Auto Components ,Gurugram +15 other locations,3.6,175,--
6340,Radix Electrosystems,Electronics Manufacturing ,Mumbai +14 other locations,3.4,175,4
6341,Informatica,Software Product ,Bengaluru +10 other locations,3.8,175,--
6342,St. Joseph's School,Education & Training ,Lucknow +66 other locations,4.2,175,1
6343,Saraca Solutions,IT Services & Consulting ,Noida +9 other locations,4.0,175,57
6344,Savills,Real Estate ,Bengaluru +15 other locations,3.7,175,7
6345,Jagatjit Industries,Beverage ,New Delhi +22 other locations,3.5,175,4
6346,Swal Corporation,Agro Chemicals ,Pune +75 other locations,4.2,175,--
6347,General Industrial Controls,Industrial Automation ,Pune +14 other locations,3.6,175,11
6348,Unilog Content Solutions ( P),Software Product ,Mysuru +5 other locations,3.5,175,5
6349,Indian School of Business,Analytics & KPO ,Hyderabad +9 other locations,3.3,175,9
6350,Toyota Boshoku Automotive,Auto Components ,Bengaluru +18 other locations,4.1,175,7
6351,Lennox India Technology Centre,Industrial Machinery ,Chennai +2 other locations,3.6,175,63
6352,GD Goenka University,Education & Training ,Gurugram +31 other locations,3.6,175,6
6353,Ciklum,IT Services & Consulting ,Pune +3 other locations,3.6,175,35
6354,Compuage Infocom,Hardware & Networking ,Mumbai +41 other locations,4.2,173,8
6355,GDX Group,Law Enforcement & Security ,New Delhi +43 other locations,4.1,174,1
6356,Sitics Logistic Solutions,Financial Services ,Palakkad +51 other locations,3.0,174,12
6357,Maya Academy of Advanced Cinematics,Animation & VFX ,Mumbai +39 other locations,3.0,174,--
6358,CFlo,Industrial Machinery ,Kolkata +10 other locations,4.5,174,--
6359,Supple Tek Industries,Food Processing ,Amritsar +41 other locations,3.4,174,4
6360,Brandix India Apparel City,Fashion & Textile ,Visakhapatnam +4 other locations,3.9,174,7
6361,Liquiloans,FinTech ,Mumbai +11 other locations,2.8,174,4
6362,DMI,IT Services & Consulting ,Noida +17 other locations,3.9,174,1
6363,Caparo Group,Oil & Gas ,Chennai +29 other locations,4.0,174,2
6364,Accurate Global Alliances,Recruitment ,Noida +6 other locations,4.7,174,--
6365,Altius Customer Services,BPO ,Nagpur +5 other locations,3.1,174,10
6366,EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD,Fashion & Textile ,Tiruppur +10 other locations,3.6,174,25
6367,Automotive Stampings and Assemblies,Auto Components ,Pune +10 other locations,3.7,174,--
6368,Wibmo,FinTech ,Bengaluru +4 other locations,3.1,174,--
6369,Talwalkars Better Value Fitness,Fitness & Wellness ,Mumbai +54 other locations,4.1,174,--
6370,SPIE Oil & Gas Services,Oil & Gas ,Doha +22 other locations,4.2,174,--
6371,Experian,FinTech ,Hyderabad +5 other locations,3.8,174,104
6372,Poonawalla Finance,NBFC ,Pune +82 other locations,3.7,174,--
6373,Cashfree Payments,FinTech ,Bengaluru +6 other locations,3.0,175,32
6374,Qatar Petroleum,Oil & Gas ,Doha +9 other locations,4.3,174,--
6375,M&G Global Services,Financial Services ,Mumbai +5 other locations,3.4,174,16
6376,Digamber Finance,Financial Services ,Jaipur +55 other locations,4.1,174,6
6377,Bengal Energy,Power ,Kharagpur +11 other locations,3.8,174,--
6378,Freyr Energy Services,Power ,Hyderabad +30 other locations,3.6,174,64
6379,iQuanti,Marketing & Advertising ,Bengaluru +8 other locations,3.9,174,17
6380,Digamber Finance,Financial Services ,Jaipur +55 other locations,4.1,174,6
6381,Wintax Solution,Recruitment ,Surat +60 other locations,4.7,174,--
6382,FutureSoft India,Software Product ,Bengaluru +14 other locations,3.5,174,21
6383,First Abu Dhabi Bank,Banking ,Bengaluru +7 other locations,3.2,174,--
6384,Pan Gulf Technologies,Design ,Mumbai +8 other locations,4.0,174,14
6385,SmartQ - Bottle Lab Technologies,Software Product ,Bengaluru +12 other locations,4.1,174,64
6386,Qatar Petroleum,Oil & Gas ,Doha +9 other locations,4.3,174,--
6387,Ascendum Solutions,IT Services & Consulting ,Bengaluru +8 other locations,3.0,174,1
6388,Sree Metaliks,Industrial Machinery ,Barbil +20 other locations,3.8,174,--
6389,Dayal Group,Agriculture ,Lucknow +42 other locations,4.0,174,15
6390,Miles Education - CPA & CMA Review (Hyderabad),Education & Training ,Bangalore / Bengaluru +12 other locations,,--,--
6391,Opporture,Content Development ,Hyderabad +1 other locations,4.8,173,--
6392,Carrefour,Retail ,Gurugram +27 other locations,3.5,173,--
6393,Shubham K Mart,Retail ,Raipur +21 other locations,4.2,173,--
6394,Bry-Air (Asia),Gurugram +16 other locations,,3.7,173,24
6395,Kaff Appliances (india),Consumer Electronics & Appliances ,Gurugram +32 other locations,3.2,173,--
6396,Atlassian,Software Product ,Bengaluru +6 other locations,3.1,173,--
6397,Sun Technologies,IT Services & Consulting ,Bengaluru +7 other locations,3.4,173,5
6398,SEForge,Engineering & Construction ,Coimbatore +6 other locations,3.3,173,1
6399,IQ City Medical College,Education & Training ,Durgapur +4 other locations,3.4,173,--
6400,Miles Education - CPA & CMA Review (Hyderabad),Education & Training ,Bangalore / Bengaluru +12 other locations,,--,--
6401,Qicpic,Internet ,Bengaluru +57 other locations,2.3,173,--
6402,Gujarat Guardian Ltd.,Building Material ,Ankleshwar +18 other locations,3.6,173,9
6403,Sun Technologies,IT Services & Consulting ,Bengaluru +7 other locations,3.4,173,5
6404,Carrefour,Retail ,Gurugram +27 other locations,3.5,173,--
6405,Toyota Kirloskar Auto Parts,Auto Components ,Bengaluru +10 other locations,4.2,173,--
6406,Arvind Technocrats & Engineers LLP,Engineering & Construction ,New Delhi +31 other locations,3.7,173,6
6407,Amnet Systems,IT Services & Consulting ,Chennai +7 other locations,3.7,173,8
6408,IQ City Medical College,Education & Training ,Durgapur +4 other locations,3.4,173,--
6409,VASANTHA TOOL CRAFTS,Industrial Machinery ,Hyderabad +1 other locations,3.9,173,--
6410,Applus Velosi,Oil & Gas ,Chennai +22 other locations,3.6,173,--
6411,Alliant Talent,Accounting & Auditing ,Hyderabad +4 other locations,2.2,173,32
6412,Valiant Organics,Chemicals ,Bharuch +11 other locations,3.6,173,6
